,LATITUDE,LONGITUDE,TIME,TEMP,DEPTH
0,59.2848014831543,-0.9847999811172485,19369.830231481483,8.02,50
1,59.2848014831543,-0.6563000082969666,19369.882118055557,7.575,50
2,59.2848014831543,-0.3617999851703644,19369.925960648146,7.356,50
3,59.281700134277344,0.006500000134110451,19369.97979166667,7.488,50
4,59.284698486328125,0.3292999863624573,19370.039548611112,7.531000000000001,50
5,59.28379821777344,0.6779999732971191,19370.08986111111,7.621,50
6,59.28219985961914,1.003499984741211,19370.14857638889,7.517,50
7,59.28219985961914,1.3131999969482422,19370.195069444442,7.237,50
8,59.28379821777344,1.6562999486923218,19370.253969907408,7.237,50
9,59.284000396728516,2.012500047683716,19370.392291666667,7.199,50
10,59.28450012207031,2.246999979019165,19370.426342592593,7.182,50
11,59.28200149536133,2.5167999267578125,19370.515162037038,7.106,50
12,59.28369903564453,2.751300096511841,19370.551828703705,6.958,50
13,59.28269958496094,2.9019999504089355,19370.590659722224,7.554,50
14,59.28730010986328,3.074199914932251,19370.61494212963,8.103,50
15,59.28300094604492,3.227299928665161,19370.676157407408,8.66,50
16,59.28350067138672,3.3631999492645264,19371.464363425926,8.474,50
17,59.283199310302734,3.5336999893188477,19371.497337962963,7.976,50
18,59.28300094604492,3.682499885559082,19371.52736111111,7.8180000000000005,50
19,59.28620147705078,3.849299907684326,19371.559618055555,7.561,50
20,59.28919982910156,4.032700061798096,19371.591944444444,7.095,50
21,59.288299560546875,4.18120002746582,19371.617962962962,7.211,50
22,59.284698486328125,4.333799839019775,19371.64386574074,6.3100000000000005,50
23,59.283199310302734,4.499199867248535,19371.673298611113,7.0520000000000005,50
24,59.28329849243164,4.668000221252441,19371.703530092593,6.397,50
25,59.2843017578125,4.822000026702881,19371.734791666666,6.404,50
26,59.28269958496094,4.933800220489502,19371.760925925926,7.04,50
27,59.284000396728516,5.031199932098389,19371.781817129628,6.7,50
28,58.050498962402344,8.084500312805176,19376.166469907406,7.707,50
29,57.98379898071289,8.101200103759766,19376.192916666667,7.3180000000000005,50
30,57.91579818725586,8.163200378417969,19376.223819444444,6.9510000000000005,50
31,57.85129928588867,8.200200080871582,19376.253159722222,7.455,50
32,57.73529815673828,8.284000396728516,19376.301064814816,6.942,50
33,57.64970016479492,8.336199760437012,19376.334976851853,6.472,50
34,57.54679870605469,8.38070011138916,19376.374386574073,6.271,50
35,57.481998443603516,8.4197998046875,19376.398229166665,5.902,50
36,57.39870071411133,8.46780014038086,19376.426550925924,,50
37,57.316001892089844,8.503800392150879,19376.455439814814,,50
38,57.23400115966797,8.555800437927246,19376.483784722222,,50
39,57.40250015258789,7.682700157165527,19376.739988425925,6.3740000000000006,50
40,57.00149917602539,7.952499866485596,19376.915925925925,,50
41,57.00279998779297,7.653500080108643,19376.977465277778,,50
42,56.99980163574219,7.353799819946289,19377.032824074075,,50
43,57.00170135498047,6.997499942779541,19377.09681712963,,50
44,57.00130081176758,6.6717000007629395,19377.162685185187,,50
45,57.00019836425781,6.337699890136719,19377.228668981483,,50
46,56.999298095703125,6.004799842834473,19377.295995370372,,50
47,56.88169860839844,5.832200050354004,19377.347905092593,,50
48,56.676300048828125,6.254300117492676,19377.525902777776,,50
49,56.779300689697266,5.768700122833252,19377.631041666667,,50
50,57.00130081176758,5.6682000160217285,19377.76125,,50
51,56.99879837036133,5.195499897003174,19377.8665625,6.144,50
52,57.18479919433594,6.117300033569336,19378.303946759257,6.048,50
53,57.22600173950195,5.738699913024902,19378.41138888889,5.891,50
54,57.838199615478516,4.645699977874756,19378.69883101852,7.224,50
55,57.000701904296875,4.697500228881836,19379.247222222224,6.157,50
56,57.13019943237305,4.492199897766113,19379.302511574075,6.037,50
57,57.000701904296875,4.301300048828125,19379.38699074074,6.1770000000000005,50
58,56.87080001831055,4.171299934387207,19379.426979166667,,50
59,57.003501892089844,3.898699998855591,19379.50136574074,6.336,50
60,57.00130081176758,3.6691999435424805,19379.535729166666,6.703,50
61,57.000701904296875,3.395699977874756,19379.61664351852,6.852,50
62,57.89649963378906,3.1273000240325928,19380.325671296294,7.261,50
63,57.737300872802734,2.9519999027252197,19380.440671296295,6.118,50
64,57.26599884033203,2.625999927520752,19380.585046296295,7.369,50
65,56.920799255371094,2.753999948501587,19380.728877314814,7.23,50
66,56.99980163574219,2.9296998977661133,19380.765659722223,7.188,50
67,57.00230026245117,2.498699903488159,19380.824027777777,7.361,50
68,56.99980163574219,2.066800117492676,19380.8840625,7.445,50
69,56.999698638916016,1.7992000579833984,19380.922152777777,7.487,50
70,57.00130081176758,1.6002000570297241,19380.95113425926,7.5440000000000005,50
71,57.0004997253418,1.1360000371932983,19381.016215277778,7.83,50
72,56.999298095703125,0.6697999835014343,19381.08150462963,7.877,50
73,56.99879837036133,0.23119999468326569,19381.1458912037,7.898000000000001,50
74,56.999298095703125,-0.23250000178813934,19381.21820601852,8.015,50
75,57.00019836425781,-0.6983000040054321,19381.291689814814,8.034,50
76,57.00130081176758,-1.1273000240325928,19381.355381944446,7.997,50
77,57.00230026245117,-1.465999960899353,19381.407152777778,7.9990000000000006,50
78,58.20349884033203,2.4753000736236572,19383.328761574074,7.811,50
79,58.698299407958984,2.450000047683716,19383.481527777778,7.472,50
80,58.713199615478516,3.5894999504089355,19383.636689814815,7.5120000000000005,50
81,58.49020004272461,3.858299970626831,19383.732800925925,7.78,50
82,58.313201904296875,4.177999973297119,19383.829999999998,7.485,50
83,59.71730041503906,3.1493000984191895,19384.32238425926,8.950000000000001,50
84,59.63029861450195,2.752700090408325,19384.445532407408,7.838,50
85,59.701698303222656,1.2741999626159668,19385.749733796296,7.67,50
86,59.667198181152344,0.815500020980835,19385.854247685184,7.51,50
